image_idx,diagram_type,type_confidence,visual_complexity,color_entropy,text_density,spatial_layout,enrichment,specific_num_nodes,specific_num_edges,specific_graph_density,specific_avg_node_degree,specific_is_connected,color_num_dominant_colors,color_largest_segment_ratio,color_color_balance,color_compactness,color_segment_2_ratio,lbp_entropy,orb_count,orb_spread,learned_type,learned_confidence,original_caption,enriched_caption,specific_num_segments,specific_has_labels,specific_is_donut,specific_color_coded,specific_num_shapes,specific_num_lines,specific_has_structure,specific_dominant_feature
2465,network_graph,0.9666666666666666,0.2954526030639034,0.5074599,0.3166041275797373,networked,"Network graph with 189 nodes and 184 edges, density 0.01",189.0,184.0,0.010356861420691208,1.947089947089947,False,3,0.499515625,0.8130565687131477,161530980.11327624,0.33884166666666665,2.9381872206791497,500,0.31493125269658234,network_graph,0.9666666666666666,"Quarterly Performance Metrics, Table, elements: Four categories: Financial, Customers, Internal Processes, and Learning/Growth with goals, KPIs, target values, and quarterly performance data in a grid format.","Quarterly Performance Metrics, Table, elements: Four categories: Financial, Customers, Internal Processes, and Learning/Growth with goals, KPIs, target values, and quarterly performance data in a grid format. [Visual Analysis: Network graph with 189 nodes and 184 edges, density 0.01]",,,,,,,,
2466,network_graph,0.955,0.38338075933100296,0.36474764,0.24722222222222223,radial,"Pie chart with 18 segments, labeled",,,,,,1,0.8596050347222223,0.6701935506266407,77311537.41690715,0.03703776041666667,2.720575877100175,500,0.3608881589030873,network_graph,0.955,"Circular Flow of Income in Economics, Flow Diagram, elements: Central flow between Households and Firms with Income (Y) and Output (O). Injections and leakages displayed with sectors: Financial (Savings, Investments), Government (Taxation, Government Spending), and International (Imports, Exports).","Circular Flow of Income in Economics, Flow Diagram, elements: Central flow between Households and Firms with Income (Y) and Output (O). Injections and leakages displayed with sectors: Financial (Savings, Investments), Government (Taxation, Government Spending), and International (Imports, Exports). [Visual Analysis: Pie chart with 18 segments, labeled]",18.0,True,True,False,,,,
2467,network_graph,0.9690476190476189,0.2962895922432268,0.39574227,0.00865051903114187,radial,"Pie chart with 18 segments, unlabeled",,,,,,3,0.6464778676820562,0.769079801911182,2532551.6791961193,0.1877677296525464,2.6679977320442254,500,0.3404194121300003,network_graph,0.9690476190476189,"Root Cause Analysis for Mixer Failure, Fishbone Diagram, elements: Flowchart format with a problem statement at the top, sequential 'WHY?' questions leading to causes, and a solution at the bottom, colored red for the problem and green for the solution.","Root Cause Analysis for Mixer Failure, Fishbone Diagram, elements: Flowchart format with a problem statement at the top, sequential 'WHY?' questions leading to causes, and a solution at the bottom, colored red for the problem and green for the solution. [Visual Analysis: Pie chart with 18 segments, unlabeled]",18.0,False,True,True,,,,
2468,network_graph,0.9683333333333333,0.2770386791539503,0.663257,0.3008849557522124,radial,"Pie chart with 18 segments, labeled",,,,,,2,0.5013471922908064,0.7823411725747927,14054886.711056873,0.42832246145068875,3.100083932638313,500,0.3181046559723046,network_graph,0.9683333333333333,"Social Learning Theory, Flowchart, elements: Four processes listed vertically: Attention, Retention, Reproduction, Motivation. Each process has a descriptive explanation below. Arrows indicate progression from one process to the next.","Social Learning Theory, Flowchart, elements: Four processes listed vertically: Attention, Retention, Reproduction, Motivation. Each process has a descriptive explanation below. Arrows indicate progression from one process to the next. [Visual Analysis: Pie chart with 18 segments, labeled]",18.0,True,True,True,,,,
2469,network_graph,0.9583333333333335,0.2760714245869766,0.8966723,0.08555926544240401,networked,"Network graph with 228 nodes and 313 edges, density 0.01",228.0,313.0,0.012095216013602288,2.745614035087719,True,4,0.35437646777852966,0.8774915402469678,15690081.02562479,0.30085976993193486,4.028653114360029,500,0.33490712286399965,network_graph,0.9583333333333335,"Factors Influencing Behavior, Flow Diagram, elements: Four labeled boxes: 'Cognitive factors' (green), 'Environmental factors' (blue), 'Behavior' (blue), with arrows indicating interactions between the boxes, and lists of concepts in each box.","Factors Influencing Behavior, Flow Diagram, elements: Four labeled boxes: 'Cognitive factors' (green), 'Environmental factors' (blue), 'Behavior' (blue), with arrows indicating interactions between the boxes, and lists of concepts in each box. [Visual Analysis: Network graph with 228 nodes and 313 edges, density 0.01]",,,,,,,,
2470,network_graph,0.975,0.1187202614606551,0.7036509,0.008223684210526315,networked,"Network graph with 27 nodes and 69 edges, density 0.20",27.0,69.0,0.19658119658119658,5.111111111111111,True,4,0.507635139427047,0.8273989412661421,25153191.81200221,0.2255542145715556,2.878889771463424,500,0.21334866786506665,network_graph,0.975,"Zone of Proximal Development, Circular Diagram, elements: Three concentric circles labeled: 'What I can do' (innermost), 'What I can do with help' (middle), and 'What I can't do' (outermost), with an arrow pointing to 'Zone of Proximal Development'.","Zone of Proximal Development, Circular Diagram, elements: Three concentric circles labeled: 'What I can do' (innermost), 'What I can do with help' (middle), and 'What I can't do' (outermost), with an arrow pointing to 'Zone of Proximal Development'. [Visual Analysis: Network graph with 27 nodes and 69 edges, density 0.20]",,,,,,,,
2471,network_graph,0.9782142857142857,0.44478465760361924,0.40037343,0.22514071294559101,networked,"Network graph with 260 nodes and 320 edges, density 0.01",260.0,320.0,0.009504009504009503,2.4615384615384617,True,3,0.8215333333333333,0.6884053990758138,9668165.71793677,0.08034814814814815,3.150881506861949,500,0.29959075460126905,network_graph,0.9782142857142857,"PESTEL Analysis of Tesla, Mind Map, elements: Central node labeled 'PESTEL Analysis of Tesla' with branches for Legal, Political, Ecological, Economic, Technological, and Sociological factors. Each branch includes specific opportunities related to Tesla's business environment.","PESTEL Analysis of Tesla, Mind Map, elements: Central node labeled 'PESTEL Analysis of Tesla' with branches for Legal, Political, Ecological, Economic, Technological, and Sociological factors. Each branch includes specific opportunities related to Tesla's business environment. [Visual Analysis: Network graph with 260 nodes and 320 edges, density 0.01]",,,,,,,,
2472,network_graph,0.9647619047619048,0.28090704179918796,0.5460783,0.06666666666666667,networked,"Network graph with 112 nodes and 200 edges, density 0.03",112.0,200.0,0.032175032175032175,3.5714285714285716,True,5,0.5231423611111111,0.8374686017858843,317679485.3399505,0.1523459201388889,3.349645273857698,500,0.2243151017588525,network_graph,0.9647619047619048,"TPACK Framework, Venn Diagram, elements: Three overlapping circles labeled TK (Technological Knowledge), TPK (Technological Pedagogical Knowledge), TCK (Technological Content Knowledge), PK (Pedagogical Knowledge), PCK (Pedagogical Content Knowledge), and CK (Content Knowledge), with TPACK at the center.","TPACK Framework, Venn Diagram, elements: Three overlapping circles labeled TK (Technological Knowledge), TPK (Technological Pedagogical Knowledge), TCK (Technological Content Knowledge), PK (Pedagogical Knowledge), PCK (Pedagogical Content Knowledge), and CK (Content Knowledge), with TPACK at the center. [Visual Analysis: Network graph with 112 nodes and 200 edges, density 0.03]",,,,,,,,
2473,network_graph,0.9625,0.06184049004933372,0.09238149,0.07985658409387222,networked,"Diagram with 2 shapes, dominant feature: lines",,,,,,1,0.9478010951805697,0.6259481985558566,5441458.425918505,0.033369031345371315,1.2304938300621833,500,0.3467513946570819,network_graph,0.9625,"Market Growth Rate Analysis, Quadrant Diagram, elements: Four quadrants labeled: top left 'Question mark', top right 'Star', bottom left 'Dog', bottom right 'Cash cow', with axes representing market growth rate and relative market share.","Market Growth Rate Analysis, Quadrant Diagram, elements: Four quadrants labeled: top left 'Question mark', top right 'Star', bottom left 'Dog', bottom right 'Cash cow', with axes representing market growth rate and relative market share. [Visual Analysis: Diagram with 2 shapes, dominant feature: lines]",,,,,2.0,28.0,False,lines
2474,network_graph,0.98125,0.20233030169791758,0.34748945,0.17538975501113585,networked,"Network graph with 74 nodes and 112 edges, density 0.04",74.0,112.0,0.04146612365790448,3.027027027027027,True,2,0.884666699609626,0.6574575310624113,25026403.966468845,0.050939697913063534,2.6334104684212973,500,0.32529798446854835,network_graph,0.98125,"Constructivist Learning Theory, Circular Flow Diagram, elements: Four elements represented by icons: two children, a group of learners, a teacher with materials, and a light bulb, connected by arrows indicating a cyclical process, with 'Not teacher directed' at the center.","Constructivist Learning Theory, Circular Flow Diagram, elements: Four elements represented by icons: two children, a group of learners, a teacher with materials, and a light bulb, connected by arrows indicating a cyclical process, with 'Not teacher directed' at the center. [Visual Analysis: Network graph with 74 nodes and 112 edges, density 0.04]",,,,,,,,
2475,network_graph,0.9716666666666667,0.2781052528031665,0.48483357,0.2484375,radial,"Pie chart with 18 segments, labeled",,,,,,1,0.9257591681643771,0.636905418459785,12756995.10005868,0.04055323039035827,2.9727987399729705,500,0.35046130838401673,network_graph,0.9716666666666667,"Lorenz Curves and Income Distribution, Graph, elements: X-axis labeled 'population fraction' ranging from 0 to 1; Y-axis labeled 'fraction of all income' ranging from 0 to 1. Curved lines representing different Gini coefficients (g=0, g=0.33, g=0.60, g=0.71, g=1), with an egalitarian line and a line indicating totalitarian income distribution.","Lorenz Curves and Income Distribution, Graph, elements: X-axis labeled 'population fraction' ranging from 0 to 1; Y-axis labeled 'fraction of all income' ranging from 0 to 1. Curved lines representing different Gini coefficients (g=0, g=0.33, g=0.60, g=0.71, g=1), with an egalitarian line and a line indicating totalitarian income distribution. [Visual Analysis: Pie chart with 18 segments, labeled]",18.0,True,True,True,,,,
2476,network_graph,0.9704880952380952,0.2841967407761865,0.48179653,0.20555555555555555,networked,"Network graph with 121 nodes and 126 edges, density 0.02",121.0,126.0,0.017355371900826446,2.0826446280991737,True,4,0.3967166179337232,0.8512911711227942,228813279.27780676,0.3622593810916179,3.0353743453428255,500,0.18875926543255334,network_graph,0.9704880952380952,"Universal Design for Learning, , elements: Large title in bold: 'Universal Design for Learning'; subtitle: 'What It Is & Key Principles'; colorful illustrations of educational tools and symbols around an open book.","Universal Design for Learning, , elements: Large title in bold: 'Universal Design for Learning'; subtitle: 'What It Is & Key Principles'; colorful illustrations of educational tools and symbols around an open book. [Visual Analysis: Network graph with 121 nodes and 126 edges, density 0.02]",,,,,,,,
2477,network_graph,0.961547619047619,0.18463751080555846,0.2669041,0.10338345864661654,radial,"Pie chart with 17 segments, unlabeled",,,,,,1,0.9032488822652757,0.648185919566815,3446135.1561967432,0.04280178837555887,1.7485495672574172,500,0.3485144424466407,network_graph,0.961547619047619,"Client-Server Interaction with Caching, Network Diagram, elements: Client on the left making a request to the caching server, which retrieves data from cached data or fetches from the origin server, with arrows indicating data flow and labels for each component.","Client-Server Interaction with Caching, Network Diagram, elements: Client on the left making a request to the caching server, which retrieves data from cached data or fetches from the origin server, with arrows indicating data flow and labels for each component. [Visual Analysis: Pie chart with 17 segments, unlabeled]",17.0,False,True,False,,,,
2478,network_graph,0.9629166666666665,0.23015113426306175,0.42606774,0.112,networked,"Network graph with 95 nodes and 140 edges, density 0.03",95.0,140.0,0.03135498320268757,2.9473684210526314,True,4,0.691846875,0.7495475809051373,32396623.859885126,0.167309375,2.6278261680188066,500,0.2796958536985347,network_graph,0.9629166666666665,"McKinsey 7S Framework, Network Diagram, elements: Central node labeled 'Shared Values' surrounded by six nodes: 'Strategy', 'Structure', 'Systems', 'Style', 'Staff', and 'Skills', with connections between them. Hard S and Soft S categories indicated below.","McKinsey 7S Framework, Network Diagram, elements: Central node labeled 'Shared Values' surrounded by six nodes: 'Strategy', 'Structure', 'Systems', 'Style', 'Staff', and 'Skills', with connections between them. Hard S and Soft S categories indicated below. [Visual Analysis: Network graph with 95 nodes and 140 edges, density 0.03]",,,,,,,,
2479,network_graph,0.9730952380952381,0.27279424675996383,0.34240264,0.2403846153846154,networked,"Network graph with 79 nodes and 115 edges, density 0.04",79.0,115.0,0.03732554365465758,2.911392405063291,True,4,0.7669253073234338,0.7157647901653661,103970208.82862806,0.07851438179307031,2.7614132147688495,500,0.31891462289240025,network_graph,0.9730952380952381,"Software Development Life Cycle, Flowchart, elements: Linear progression with six stages: Analysis, Design, Development, Testing, Deployment, and Maintenance. Each stage has associated tasks listed, such as requirements analysis, code generation, and performance monitoring.","Software Development Life Cycle, Flowchart, elements: Linear progression with six stages: Analysis, Design, Development, Testing, Deployment, and Maintenance. Each stage has associated tasks listed, such as requirements analysis, code generation, and performance monitoring. [Visual Analysis: Network graph with 79 nodes and 115 edges, density 0.04]",,,,,,,,
2480,network_graph,0.9325,0.39814942223344735,0.3508881,0.5775,radial,"Pie chart with 18 segments, labeled",,,,,,2,0.8124969482421875,0.6934862836583848,103679813.53794017,0.0684112548828125,3.1521061664426773,500,0.3005535083036004,network_graph,0.9325,"Theory X People, , elements: List of four attributes: Attitude, Direction, Responsibility, Motivation, and Creativity, each with a brief descriptive statement. A figure is shown expressing boredom with a speech bubble saying, 'When can I go home?'","Theory X People, , elements: List of four attributes: Attitude, Direction, Responsibility, Motivation, and Creativity, each with a brief descriptive statement. A figure is shown expressing boredom with a speech bubble saying, 'When can I go home?' [Visual Analysis: Pie chart with 18 segments, labeled]",18.0,True,True,False,,,,
2481,network_graph,0.9891666666666667,0.20318615794321057,0.6196749,0.02871024734982332,networked,"Network graph with 31 nodes and 206 edges, density 0.44",31.0,206.0,0.443010752688172,13.290322580645162,True,4,0.6944898409893993,0.7515393526510314,49513856.43282217,0.10313383392226148,3.0784205627533505,500,0.2662278266868139,network_graph,0.9891666666666667,"Porter's Five Forces, Circular Flow Diagram, elements: Circle divided into five sections: 'Potential New Entry', 'Buyers', 'Competitive Rivalry' (center), 'Suppliers', and 'Substitutes', each section with a brief description of its influence.","Porter's Five Forces, Circular Flow Diagram, elements: Circle divided into five sections: 'Potential New Entry', 'Buyers', 'Competitive Rivalry' (center), 'Suppliers', and 'Substitutes', each section with a brief description of its influence. [Visual Analysis: Network graph with 31 nodes and 206 edges, density 0.44]",,,,,,,,
2482,network_graph,0.989375,0.19565119253630242,0.28405052,0.3527088036117382,radial,"Pie chart with 16 segments, labeled",,,,,,2,0.849459240567701,0.6745806849392628,268832512.5423211,0.07665946755994359,2.8928081258965666,500,0.2734290427117793,network_graph,0.989375,"Root Cause Analysis Process, Flowchart, elements: Flowchart with steps connected by arrows, starting from 'Identify Problem' and progressing through 'List Possible Root Causes', 'ID Most Likely Root Cause', 'ID Potential Solutions', 'Select and Implement Solution', 'Evaluate Effect of Solution', and ending with 'Standardize Process'.","Root Cause Analysis Process, Flowchart, elements: Flowchart with steps connected by arrows, starting from 'Identify Problem' and progressing through 'List Possible Root Causes', 'ID Most Likely Root Cause', 'ID Potential Solutions', 'Select and Implement Solution', 'Evaluate Effect of Solution', and ending with 'Standardize Process'. [Visual Analysis: Pie chart with 16 segments, labeled]",16.0,True,True,False,,,,
2483,network_graph,0.9455059523809523,0.2414878827503164,0.44343066,0.1491477272727273,networked,"Network graph with 112 nodes and 148 edges, density 0.02",112.0,148.0,0.023809523809523808,2.642857142857143,True,3,0.5416077441077441,0.8026280917950728,41835820.753821395,0.3057575757575758,2.866996720262832,500,0.302889717340738,network_graph,0.9455059523809523,"Accessibility, Equality, and Accommodation, Three-tiered Diagram, elements: Three horizontal sections labeled Accessibility, Equality, and Accommodation; each section visually depicts varying levels of support for individuals, with illustrations showing people standing, seated, and using wheelchairs.","Accessibility, Equality, and Accommodation, Three-tiered Diagram, elements: Three horizontal sections labeled Accessibility, Equality, and Accommodation; each section visually depicts varying levels of support for individuals, with illustrations showing people standing, seated, and using wheelchairs. [Visual Analysis: Network graph with 112 nodes and 148 edges, density 0.02]",,,,,,,,
2484,network_graph,0.948125,0.3673570894661135,0.5750632,0.034403669724770644,networked,"Network graph with 152 nodes and 405 edges, density 0.04",152.0,405.0,0.035291042174973856,5.328947368421052,True,5,0.5052694981758106,0.8358863378800409,63111831.00942874,0.2399841674124045,3.67808188791118,500,0.29536145452754936,network_graph,0.948125,"Universal Design for Learning, , elements: Text title 'A Guide to Universal Design for Learning' prominently displayed, with an image of a smiling woman holding a tablet. Background features blue color with abstract shapes.","Universal Design for Learning, , elements: Text title 'A Guide to Universal Design for Learning' prominently displayed, with an image of a smiling woman holding a tablet. Background features blue color with abstract shapes. [Visual Analysis: Network graph with 152 nodes and 405 edges, density 0.04]",,,,,,,,
2485,network_graph,0.9790000000000001,0.2540618859977628,0.57018596,0.03456221198156682,networked,"Network graph with 96 nodes and 118 edges, density 0.03",96.0,118.0,0.02587719298245614,2.4583333333333335,True,5,0.6955071982281285,0.7516159579260103,179709547.6655348,0.10532668881506091,2.638675416826265,500,0.2870215679923049,network_graph,0.9790000000000001,"The Big Five Personality Traits, Circular Flow Diagram, elements: Central circle titled 'The Big Five Personality Traits' with five surrounding elements labeled: Agreeableness, Openness to Experience, Neuroticism, Conscientiousness, and Extraversion, each accompanied by illustrative icons.","The Big Five Personality Traits, Circular Flow Diagram, elements: Central circle titled 'The Big Five Personality Traits' with five surrounding elements labeled: Agreeableness, Openness to Experience, Neuroticism, Conscientiousness, and Extraversion, each accompanied by illustrative icons. [Visual Analysis: Network graph with 96 nodes and 118 edges, density 0.03]",,,,,,,,
2486,network_graph,0.9037500000000002,0.27558510509404865,0.86737084,0.09480337078651685,radial,"Pie chart with 18 segments, unlabeled",,,,,,4,0.2945536705248137,0.8929352183753825,21444317.41968113,0.2780045980656414,3.8430909802204773,500,0.3525212781729365,network_graph,0.9037500000000002,"Erikson's Stages of Psychosocial Development, Table, elements: Two-column table; left column lists approximate ages, right column lists psychosocial crises associated with each age range.","Erikson's Stages of Psychosocial Development, Table, elements: Two-column table; left column lists approximate ages, right column lists psychosocial crises associated with each age range. [Visual Analysis: Pie chart with 18 segments, unlabeled]",18.0,False,True,True,,,,
2487,network_graph,0.95875,0.22463882339291177,0.3332791,0.02729257641921397,networked,"Network graph with 229 nodes and 360 edges, density 0.01",229.0,360.0,0.013789933348655482,3.1441048034934496,True,1,0.8889462809917356,0.6553293216394473,4081706.2756845653,0.04666640178003814,2.5768336509267353,500,0.360673612915001,network_graph,0.95875,"Experiential Learning Cycle, Circular Flow Diagram, elements: Circular diagram with four elements: Active experimentation, Concrete experience, Reflective observation, and Abstract conceptualization, each described with a brief explanation.","Experiential Learning Cycle, Circular Flow Diagram, elements: Circular diagram with four elements: Active experimentation, Concrete experience, Reflective observation, and Abstract conceptualization, each described with a brief explanation. [Visual Analysis: Network graph with 229 nodes and 360 edges, density 0.01]",,,,,,,,
2488,network_graph,0.9616666666666666,0.25478576129268476,0.61571544,0.040625,networked,"Network graph with 219 nodes and 281 edges, density 0.01",219.0,281.0,0.011771605714046332,2.5662100456621006,True,5,0.3803259259259259,0.8934403829350628,20532339.02046442,0.2565925925925926,3.4781347136962846,500,0.3273554470589438,network_graph,0.9616666666666666,"Balanced Scorecard, Circular Diagram, elements: Central concept labeled 'VISION & STRATEGY' surrounded by four quadrants: 'Financial', 'Customer Relationship', 'Internal Processes', and 'Education & Growth', each with associated metrics and goals.","Balanced Scorecard, Circular Diagram, elements: Central concept labeled 'VISION & STRATEGY' surrounded by four quadrants: 'Financial', 'Customer Relationship', 'Internal Processes', and 'Education & Growth', each with associated metrics and goals. [Visual Analysis: Network graph with 219 nodes and 281 edges, density 0.01]",,,,,,,,
2489,network_graph,0.949375,0.39062057026484837,0.5786092,0.37710566615620217,radial,"Pie chart with 18 segments, labeled",,,,,,5,0.6187240626137605,0.7891604764834542,101784521.6756166,0.14194029850746268,3.236228696403624,500,0.27205466020916586,network_graph,0.949375,"VARK Theory for E-learning Course Design, Circular Diagram, elements: Central circle with 'VARK' labeled; four surrounding segments for Auditory, Visual, Read/Write, and Kinesthetic, each explaining learner preferences.","VARK Theory for E-learning Course Design, Circular Diagram, elements: Central circle with 'VARK' labeled; four surrounding segments for Auditory, Visual, Read/Write, and Kinesthetic, each explaining learner preferences. [Visual Analysis: Pie chart with 18 segments, labeled]",18.0,True,True,True,,,,
2490,network_graph,0.984375,0.300605033138466,0.45221218,0.3152901785714286,networked,"Network graph with 120 nodes and 148 edges, density 0.02",120.0,148.0,0.02072829131652661,2.466666666666667,True,3,0.6457733175914994,0.7643800536043549,273412417.9959723,0.23510920897284535,3.3100358202918665,500,0.20322880777526856,network_graph,0.984375,"Bloom's Taxonomy - Levels of Thinking, Pyramid Diagram, elements: Pyramid with six levels: Remember (blue), Understand (orange), Apply (green), Analyze (yellow), Evaluate (purple), Create (red) on the top. Each level has a corresponding description on the right.","Bloom's Taxonomy - Levels of Thinking, Pyramid Diagram, elements: Pyramid with six levels: Remember (blue), Understand (orange), Apply (green), Analyze (yellow), Evaluate (purple), Create (red) on the top. Each level has a corresponding description on the right. [Visual Analysis: Network graph with 120 nodes and 148 edges, density 0.02]",,,,,,,,
2491,network_graph,0.932063492063492,0.19018825536279252,0.43898475,0.0046875,networked,"Network graph with 119 nodes and 181 edges, density 0.03",119.0,181.0,0.02577980344680245,3.042016806722689,True,3,0.650113,0.7692102281261147,187205905.51328743,0.153165,2.534386581120181,500,0.20483906551334527,network_graph,0.932063492063492,"VARK Learning Styles, Circular Diagram, elements: Four quadrants labeled: Visual, Auditory, Read/Write, and Kinaesthetic, with corresponding icons representing each style.","VARK Learning Styles, Circular Diagram, elements: Four quadrants labeled: Visual, Auditory, Read/Write, and Kinaesthetic, with corresponding icons representing each style. [Visual Analysis: Network graph with 119 nodes and 181 edges, density 0.03]",,,,,,,,
2492,network_graph,0.965297619047619,0.2734487210070319,0.3239662,0.07552083333333333,networked,"Network graph with 95 nodes and 175 edges, density 0.04",95.0,175.0,0.03919372900335946,3.6842105263157894,True,3,0.7777447483154974,0.7089403298981791,9037009.982584357,0.11888624653190646,2.4783293070986923,500,0.28155757976660156,network_graph,0.965297619047619,"Homelab Application Architecture, Network Diagram, elements: Three main elements: Homelab Android Application, Homelab Website, and Lixa Chatbot, connected by request/response arrows. A Database labeled 'Homelab' is central, with requests going to and responses coming from it.","Homelab Application Architecture, Network Diagram, elements: Three main elements: Homelab Android Application, Homelab Website, and Lixa Chatbot, connected by request/response arrows. A Database labeled 'Homelab' is central, with requests going to and responses coming from it. [Visual Analysis: Network graph with 95 nodes and 175 edges, density 0.04]",,,,,,,,
2493,network_graph,0.9598333333333333,0.20571804173068434,0.5080858,0.11666666666666667,networked,"Network graph with 55 nodes and 90 edges, density 0.06",55.0,90.0,0.06060606060606061,3.272727272727273,True,4,0.47355324074074073,0.8391627266442803,134167877.22720374,0.29212962962962963,2.9713787030598025,500,0.3231906832021058,network_graph,0.9598333333333333,"Value Chain Analysis, Flow Diagram, elements: Horizontal layout with five primary activity segments: Inbound Logistics, Operations, Outbound Logistics, Marketing & Sales, and Service, above four support activities: Procurement, Technology Development, Human Resource Management, and Firm Infrastructure, with an arrow indicating value flow.","Value Chain Analysis, Flow Diagram, elements: Horizontal layout with five primary activity segments: Inbound Logistics, Operations, Outbound Logistics, Marketing & Sales, and Service, above four support activities: Procurement, Technology Development, Human Resource Management, and Firm Infrastructure, with an arrow indicating value flow. [Visual Analysis: Network graph with 55 nodes and 90 edges, density 0.06]",,,,,,,,
2494,network_graph,0.975,0.36432206782474663,0.31794286,0.0026483050847457626,networked,"Network graph with 166 nodes and 299 edges, density 0.02",166.0,299.0,0.021832785688207373,3.602409638554217,True,3,0.547682361693068,0.7955470627555035,182460219.3585973,0.3174974774962846,3.2255669316806355,500,0.34548890320478787,network_graph,0.975,"Bloom's Taxonomy Key Verbs, Grid, elements: Six colored boxes representing different levels of Bloom's taxonomy: Remember, Understand, Apply, Analyze, Evaluate, Create, with associated key verbs listed in each.","Bloom's Taxonomy Key Verbs, Grid, elements: Six colored boxes representing different levels of Bloom's taxonomy: Remember, Understand, Apply, Analyze, Evaluate, Create, with associated key verbs listed in each. [Visual Analysis: Network graph with 166 nodes and 299 edges, density 0.02]",,,,,,,,
2495,network_graph,0.9566666666666666,0.1788554508956876,0.21980143,0.0125,networked,"Network graph with 57 nodes and 203 edges, density 0.13",57.0,203.0,0.12719298245614036,7.12280701754386,True,2,0.7442938271604939,0.7199519099639937,13796406.887399934,0.19175432098765433,1.845450946888994,500,0.23883327514404373,network_graph,0.9566666666666666,"Engineering Design Process, Circular Flow Diagram, elements: Circle with eight key steps labeled: ASK, RESEARCH, IMAGINE, PLAN, CREATE, TEST, IMPROVE, with 'ENGINEERING DESIGN PROCESS' centrally positioned.","Engineering Design Process, Circular Flow Diagram, elements: Circle with eight key steps labeled: ASK, RESEARCH, IMAGINE, PLAN, CREATE, TEST, IMPROVE, with 'ENGINEERING DESIGN PROCESS' centrally positioned. [Visual Analysis: Network graph with 57 nodes and 203 edges, density 0.13]",,,,,,,,
2496,network_graph,0.9720833333333334,0.254051314648894,0.19471121,0.4388888888888889,radial,"Pie chart with 18 segments, labeled",,,,,,2,0.8824734157986112,0.6584930274394223,35021715.85802848,0.05511135525173611,2.2008559404212256,500,0.26299707588669424,network_graph,0.9720833333333334,"Unfreeze – Change – Refreeze Change Theory, Flow Diagram, elements: Three sections labeled 'Unfreeze', 'Change', and 'Refreeze' with corresponding shapes; arrows indicating progression from one phase to the next, with space for descriptions under each phase.","Unfreeze – Change – Refreeze Change Theory, Flow Diagram, elements: Three sections labeled 'Unfreeze', 'Change', and 'Refreeze' with corresponding shapes; arrows indicating progression from one phase to the next, with space for descriptions under each phase. [Visual Analysis: Pie chart with 18 segments, labeled]",18.0,True,True,False,,,,
2497,network_graph,0.966,0.09955013110255113,0.384136,0.036764705882352935,networked,"Network graph with 32 nodes and 30 edges, density 0.06",32.0,30.0,0.06048387096774194,1.875,True,3,0.7459865919551731,0.7249665508681784,234944530.8842278,0.10601260756453873,2.263328072781796,500,0.15838534531811957,network_graph,0.966,"Porter's Five Forces, Circular Diagram, elements: Central circle labeled 'Porter's Five Forces' surrounded by five segments, each representing a force with distinct icons: competition, threat of new entrants, bargaining power of suppliers, bargaining power of buyers, and threat of substitutes.","Porter's Five Forces, Circular Diagram, elements: Central circle labeled 'Porter's Five Forces' surrounded by five segments, each representing a force with distinct icons: competition, threat of new entrants, bargaining power of suppliers, bargaining power of buyers, and threat of substitutes. [Visual Analysis: Network graph with 32 nodes and 30 edges, density 0.06]",,,,,,,,
2498,network_graph,0.8573849206349204,0.23033626406947522,0.5609626,0.021021992238033634,networked,"Network graph with 153 nodes and 290 edges, density 0.02",153.0,290.0,0.024939800481596146,3.7908496732026142,True,4,0.42308041112454653,0.8721374497927163,170498757.60306138,0.22010429262394196,3.2927933796155466,500,0.3037087948435005,network_graph,0.8573849206349204,"Community of Inquiry Framework, Venn Diagram, elements: Three overlapping circles labeled 'Teaching Presence', 'Social Presence', and 'Cognitive Presence' with attributes listed in each section. Central area labeled 'Supporting Discourse'.","Community of Inquiry Framework, Venn Diagram, elements: Three overlapping circles labeled 'Teaching Presence', 'Social Presence', and 'Cognitive Presence' with attributes listed in each section. Central area labeled 'Supporting Discourse'. [Visual Analysis: Network graph with 153 nodes and 290 edges, density 0.02]",,,,,,,,
2499,network_graph,0.97,0.4042993653359183,0.46791965,0.15217391304347827,networked,"Network graph with 108 nodes and 197 edges, density 0.03",108.0,197.0,0.03409484250605746,3.6481481481481484,True,5,0.3707126431931816,0.9046465718980734,4456390234.802084,0.20543773689725253,3.612986740402211,493,0.2737074331498708,network_graph,0.97,"PESTLE Analysis Template, Vertical List, elements: Vertical list of six categories: Political, Economic, Social, Technological, Environmental, and Legal, each with a brief description. Each category has a distinct color code.","PESTLE Analysis Template, Vertical List, elements: Vertical list of six categories: Political, Economic, Social, Technological, Environmental, and Legal, each with a brief description. Each category has a distinct color code. [Visual Analysis: Network graph with 108 nodes and 197 edges, density 0.03]",,,,,,,,
